timestamp,protocol,loss_rate_pct,trial,fw_size_bytes,total_time_sec,tx_frames,rx_frames,total_frames,retransmit_frames,overhead_pct,status
2026-05-22 13:43:01,RAW ISO-TP,0.00000,1,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:43:12,RAW ISO-TP,0.00000,2,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:43:23,RAW ISO-TP,0.00000,3,65536,6.664,9474,514,9988,0,0.00,OK
2026-05-22 13:43:33,RAW ISO-TP,0.00000,4,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:43:44,RAW ISO-TP,0.00000,5,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:43:55,RAW ISO-TP,0.00000,6,65536,6.666,9474,514,9988,0,0.00,OK
2026-05-22 13:44:06,RAW ISO-TP,0.00000,7,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:44:16,RAW ISO-TP,0.00000,8,65536,6.664,9474,514,9988,0,0.00,OK
2026-05-22 13:44:27,RAW ISO-TP,0.00000,9,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:44:38,RAW ISO-TP,0.00000,10,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:44:48,RAW ISO-TP,0.00000,11,65536,6.664,9474,514,9988,0,0.00,OK
2026-05-22 13:44:59,RAW ISO-TP,0.00000,12,65536,6.658,9474,514,9988,0,0.00,OK
2026-05-22 13:45:10,RAW ISO-TP,0.00000,13,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:45:21,RAW ISO-TP,0.00000,14,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:45:31,RAW ISO-TP,0.00000,15,65536,6.657,9474,514,9988,0,0.00,OK
2026-05-22 13:45:42,RAW ISO-TP,0.00000,16,65536,6.658,9474,514,9988,0,0.00,OK
2026-05-22 13:45:53,RAW ISO-TP,0.00000,17,65536,6.659,9474,514,9988,0,0.00,OK
2026-05-22 13:46:04,RAW ISO-TP,0.00000,18,65536,6.662,9474,514,9988,0,0.00,OK
2026-05-22 13:46:14,RAW ISO-TP,0.00000,19,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:46:25,RAW ISO-TP,0.00000,20,65536,6.669,9474,514,9988,0,0.00,OK
2026-05-22 13:46:36,RAW ISO-TP,0.00000,21,65536,6.661,9474,514,9988,0,0.00,OK
2026-05-22 13:46:46,RAW ISO-TP,0.00000,22,65536,6.665,9474,514,9988,0,0.00,OK
2026-05-22 13:46:57,RAW ISO-TP,0.00000,23,65536,6.662,9474,514,9988,0,0.00,OK
2026-05-22 13:47:08,RAW ISO-TP,0.00000,24,65536,6.659,9474,514,9988,0,0.00,OK
2026-05-22 13:47:19,RAW ISO-TP,0.00000,25,65536,6.664,9474,514,9988,0,0.00,OK
2026-05-22 13:47:29,RAW ISO-TP,0.00000,26,65536,6.658,9474,514,9988,0,0.00,OK
2026-05-22 13:47:40,RAW ISO-TP,0.00000,27,65536,6.655,9474,514,9988,0,0.00,OK
2026-05-22 13:47:51,RAW ISO-TP,0.00000,28,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:48:02,RAW ISO-TP,0.00000,29,65536,6.658,9474,514,9988,0,0.00,OK
2026-05-22 13:48:12,RAW ISO-TP,0.00000,30,65536,6.668,9474,514,9988,0,0.00,OK
2026-05-22 13:48:23,RAW ISO-TP,0.01000,1,65536,6.827,9510,515,10025,37,0.39,OK
2026-05-22 13:48:34,RAW ISO-TP,0.01000,2,65536,6.666,9474,514,9988,0,0.00,OK
2026-05-22 13:48:45,RAW ISO-TP,0.01000,3,65536,6.820,9510,515,10025,37,0.39,OK
2026-05-22 13:48:56,RAW ISO-TP,0.01000,4,65536,6.981,9546,516,10062,74,0.78,OK
2026-05-22 13:49:07,RAW ISO-TP,0.01000,5,65536,7.292,9618,518,10136,148,1.54,OK
2026-05-22 13:49:18,RAW ISO-TP,0.01000,6,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:49:29,RAW ISO-TP,0.01000,7,65536,6.664,9474,514,9988,0,0.00,OK
2026-05-22 13:49:40,RAW ISO-TP,0.01000,8,65536,6.818,9510,515,10025,37,0.39,OK
2026-05-22 13:49:50,RAW ISO-TP,0.01000,9,65536,6.665,9474,514,9988,0,0.00,OK
2026-05-22 13:50:01,RAW ISO-TP,0.01000,10,65536,6.817,9510,515,10025,37,0.39,OK
2026-05-22 13:50:12,RAW ISO-TP,0.01000,11,65536,6.822,9510,515,10025,37,0.39,OK
2026-05-22 13:50:23,RAW ISO-TP,0.01000,12,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:50:34,RAW ISO-TP,0.01000,13,65536,6.974,9546,516,10062,74,0.78,OK
2026-05-22 13:50:45,RAW ISO-TP,0.01000,14,65536,6.662,9474,514,9988,0,0.00,OK
2026-05-22 13:50:55,RAW ISO-TP,0.01000,15,65536,6.816,9510,515,10025,37,0.39,OK
2026-05-22 13:51:06,RAW ISO-TP,0.01000,16,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:51:17,RAW ISO-TP,0.01000,17,65536,6.979,9546,516,10062,74,0.78,OK
2026-05-22 13:51:28,RAW ISO-TP,0.01000,18,65536,6.822,9510,515,10025,37,0.39,OK
2026-05-22 13:51:39,RAW ISO-TP,0.01000,19,65536,6.822,9510,515,10025,37,0.39,OK
2026-05-22 13:51:50,RAW ISO-TP,0.01000,20,65536,6.662,9474,514,9988,0,0.00,OK
2026-05-22 13:52:00,RAW ISO-TP,0.01000,21,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:52:11,RAW ISO-TP,0.01000,22,65536,6.660,9474,514,9988,0,0.00,OK
2026-05-22 13:52:22,RAW ISO-TP,0.01000,23,65536,6.663,9474,514,9988,0,0.00,OK
2026-05-22 13:52:33,RAW ISO-TP,0.01000,24,65536,6.662,9474,514,9988,0,0.00,OK
2026-05-22 13:52:43,RAW ISO-TP,0.01000,25,65536,6.666,9474,514,9988,0,0.00,OK
2026-05-22 13:52:54,RAW ISO-TP,0.01000,26,65536,6.978,9546,516,10062,74,0.78,OK
2026-05-22 13:53:05,RAW ISO-TP,0.01000,27,65536,6.666,9474,514,9988,0,0.00,OK
2026-05-22 13:53:16,RAW ISO-TP,0.01000,28,65536,6.824,9510,515,10025,37,0.39,OK
2026-05-22 13:53:27,RAW ISO-TP,0.01000,29,65536,6.672,9474,514,9988,0,0.00,OK
